,0,1
0,5.862170696258545,1.7287412881851196
1,5.201361179351807,2.444211721420288
2,4.422943115234375,3.1953213214874268
3,3.6170737743377686,3.9169514179229736
4,2.7280335426330566,4.739469528198242
5,1.9690176248550415,5.555065631866455
6,1.5746718645095825,6.126200199127197
7,1.5240954160690308,6.283310413360596
8,1.6835596561431885,6.04477071762085
9,2.192162036895752,5.379494667053223
10,2.8766210079193115,4.60271692276001
11,3.619356632232666,3.8997199535369873
12,4.399422645568848,3.259714126586914
13,5.195125102996826,2.6062722206115723
14,5.869444847106934,1.9279861450195312
15,6.270119667053223,1.4061707258224487
16,6.401026725769043,1.1770596504211426
17,6.2823944091796875,1.2440646886825562
18,5.862170696258545,1.7287412881851196
19,5.201361179351807,2.444211721420288
20,4.422943115234375,3.1953213214874268
21,3.6170737743377686,3.9169514179229736
22,2.7280335426330566,4.739469528198242
23,1.9690176248550415,5.555065631866455
24,1.5746718645095825,6.126200199127197
25,1.5240954160690308,6.283310413360596
26,1.6835596561431885,6.04477071762085
27,2.192162036895752,5.379494667053223
28,2.8766210079193115,4.60271692276001
29,3.619356632232666,3.8997199535369873
30,4.399422645568848,3.259714126586914
31,5.195125102996826,2.6062722206115723
32,5.869444847106934,1.9279861450195312
33,6.270119667053223,1.4061707258224487
34,6.401026725769043,1.1770596504211426
35,6.2823944091796875,1.2440646886825562
36,5.862170696258545,1.7287412881851196
37,5.201361179351807,2.444211721420288
38,4.422943115234375,3.1953213214874268
39,3.6170737743377686,3.9169514179229736
40,2.7280335426330566,4.739469528198242
41,1.9690176248550415,5.555065631866455
42,1.5746718645095825,6.126200199127197
43,1.5240954160690308,6.283310413360596
44,1.6835596561431885,6.04477071762085
45,2.192162036895752,5.379494667053223
46,2.8766210079193115,4.60271692276001
47,3.619356632232666,3.8997199535369873
48,4.399422645568848,3.259714126586914
49,5.195125102996826,2.6062722206115723
50,5.869444847106934,1.9279861450195312
51,6.270119667053223,1.4061707258224487
52,6.401026725769043,1.1770596504211426
53,6.2823944091796875,1.2440646886825562
54,5.862170696258545,1.7287412881851196
55,5.201361179351807,2.444211721420288
56,4.422943115234375,3.1953213214874268
57,3.6170737743377686,3.9169514179229736
58,2.7280335426330566,4.739469528198242
59,1.9690176248550415,5.555065631866455
60,1.5746718645095825,6.126200199127197
61,1.5240954160690308,6.283310413360596
62,1.6835596561431885,6.04477071762085
63,2.192162036895752,5.379494667053223
64,2.8766212463378906,4.602717876434326
65,3.619356393814087,3.89971923828125
66,4.399421691894531,3.259713888168335
67,5.195124626159668,2.6062722206115723
68,5.869445323944092,1.9279861450195312
69,6.270119667053223,1.4061706066131592
70,6.401026248931885,1.1770594120025635
71,6.282394886016846,1.2440645694732666
72,5.862171649932861,1.7287417650222778
73,5.20136022567749,2.444211483001709
74,4.422943592071533,3.1953210830688477
75,3.6170730590820312,3.9169509410858154
76,2.7280335426330566,4.739468574523926
77,1.9690176248550415,5.555065155029297
78,1.5746716260910034,6.12620210647583
